person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,24000,OWN,11.0,VENTURE,A,10000,5.79,0,0.42,N,7
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.49,0,0.06,N,2
29,36000,RENT,5.0,PERSONAL,C,10000,,0,0.28,Y,6
25,49963,MORTGAGE,9.0,EDUCATION,B,2100,11.49,1,0.04,N,3
24,60000,RENT,0.0,VENTURE,A,6800,7.51,0,0.11,N,2
29,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,E,8200,17.04,1,0.12,Y,7
25,30000,RENT,3.0,VENTURE,D,10500,16.29,1,0.35,N,2
22,20000,OWN,3.0,EDUCATION,A,7500,5.79,0,0.38,N,4
30,76000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6250,7.88,0,0.08,N,10
30,122000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,11200,5.42,0,0.09,N,9
28,58000,RENT,12.0,EDUCATION,B,24000,10.75,1,0.41,N,10
26,75000,RENT,0.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.09,N,4
35,14400,RENT,1.0,HOMEIMPROVEMENT,B,3000,,1,0.21,N,7
29,60000,MORTGAGE,0.0,EDUCATION,B,2400,10.75,0,0.04,N,9
31,122000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000,9.38,0,0.05,N,9
25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3
32,62500,MORTGAGE,3.0,PERSONAL,C,3800,13.11,1,0.06,N,10
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3
30,101500,RENT,2.0,HOMEIMPROVEMENT,B,18000,12.18,0,0.18,N,7
27,100000,OWN,5.0,VENTURE,A,6000,7.66,0,0.06,N,5
41,24000,RENT,24.0,PERSONAL,A,2000,7.75,1,0.08,N,17
28,24000,RENT,8.0,EDUCATION,B,8875,10.65,1,0.37,N,7
27,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,6.99,0,0.15,N,8
26,41400,RENT,5.0,MEDICAL,B,7300,9.45,0,0.18,N,2
24,71000,OWN,4.0,PERSONAL,B,14000,10.99,0,0.2,N,3
46,48956,RENT,0.0,MEDICAL,B,2800,10.59,0,0.06,N,14
24,128000,MORTGAGE,4.0,EDUCATION,A,12000,6.03,0,0.09,N,3
22,73000,MORTGAGE,6.0,EDUCATION,B,7000,10.59,0,0.1,N,2
27,85000,RENT,11.0,PERSONAL,B,6000,,0,0.07,N,7
36,74000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,18000,,0,0.24,N,12
29,60096,MORTGAGE,3.0,EDUCATION,A,3000,7.66,0,0.05,N,10
34,108000,MORTGAGE,4.0,DEBTCONSOLIDATION,G,25000,20.03,1,0.23,N,8
22,60000,MORTGAGE,6.0,EDUCATION,A,2500,6.99,0,0.04,N,3
23,180000,MORTGAGE,2.0,VENTURE,B,5000,9.33,0,0.03,N,4
27,45600,MORTGAGE,3.0,HOMEIMPROVEMENT,A,1450,8.49,0,0.03,N,8
24,80000,RENT,6.0,VENTURE,A,7250,5.42,0,0.09,N,2
25,216000,MORTGAGE,2.0,EDUCATION,D,25000,16.07,0,0.12,N,3
28,46000,MORTGAGE,3.0,EDUCATION,D,16750,14.96,0,0.36,N,6
22,40000,RENT,4.0,EDUCATION,C,10000,14.27,0,0.25,Y,3
27,62400,RENT,5.0,MEDICAL,B,12000,12.42,0,0.19,N,6
25,53000,MORTGAGE,10.0,MEDICAL,B,16000,12.53,0,0.3,N,2
23,27600,RENT,2.0,PERSONAL,B,7200,9.99,0,0.26,N,2
29,160000,RENT,4.0,VENTURE,C,35000,14.27,0,0.22,Y,8
28,36000,RENT,0.0,MEDICAL,C,8000,12.84,0,0.22,N,6
24,60000,RENT,5.0,EDUCATION,A,7000,6.54,0,0.12,N,4
27,16000,OTHER,1.0,DEBTCONSOLIDATION,D,5750,,1,0.36,Y,8
22,67200,RENT,6.0,DEBTCONSOLIDATION,E,4800,16.7,1,0.07,Y,2
42,42000,RENT,11.0,VENTURE,C,9600,13.23,0,0.23,N,15
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,,1,0.13,N,3
26,110000,RENT,4.0,VENTURE,B,12000,,0,0.11,N,2
22,29865,RENT,6.0,EDUCATION,B,5000,11.12,1,0.17,N,3
26,55000,RENT,7.0,MEDICAL,A,10000,8.59,0,0.18,N,3
47,90000,RENT,1.0,VENTURE,D,25000,15.65,1,0.28,Y,17
34,80600,MORTGAGE,2.0,EDUCATION,B,15000,12.21,0,0.19,N,6
22,26000,MORTGAGE,2.0,EDUCATION,A,2000,7.4,0,0.08,N,2
24,54400,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12000,,0,0.22,Y,4
26,72000,RENT,0.0,DEBTCONSOLIDATION,B,9000,10.74,0,0.13,N,2
28,50000,RENT,7.0,VENTURE,F,14000,19.04,0,0.28,Y,5
26,100800,MORTGAGE,7.0,EDUCATION,B,8000,11.99,0,0.08,N,3
21,21600,OWN,,VENTURE,A,7125,6.99,0,0.33,N,3
27,36000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,13500,10.0,0,0.38,N,7
28,37000,RENT,7.0,EDUCATION,D,3600,14.11,0,0.1,N,7
37,32000,RENT,4.0,MEDICAL,C,10000,13.79,1,0.31,N,14
21,39760,RENT,0.0,PERSONAL,D,12000,16.07,1,0.3,Y,2
37,89000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0.06,N,15
28,54000,RENT,1.0,VENTURE,E,24000,16.45,1,0.44,Y,8
22,21000,RENT,4.0,EDUCATION,D,4750,,0,0.23,N,2
32,35000,RENT,2.0,PERSONAL,B,5500,11.49,0,0.16,N,5
25,39000,OWN,2.0,HOMEIMPROVEMENT,D,4400,14.84,0,0.11,N,2
23,55000,RENT,7.0,MEDICAL,B,4200,9.91,0,0.08,N,4
23,60000,MORTGAGE,7.0,PERSONAL,A,3800,5.42,0,0.06,N,3
24,51996,RENT,2.0,MEDICAL,C,15000,13.22,0,0.29,N,3
32,34000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7500,5.99,1,0.22,N,7
22,30000,RENT,1.0,DEBTCONSOLIDATION,E,6400,16.0,1,0.21,N,3
26,46000,RENT,10.0,DEBTCONSOLIDATION,A,2500,8.49,0,0.05,N,4
23,125000,RENT,7.0,VENTURE,B,20000,11.11,0,0.16,N,4
31,75000,RENT,4.0,MEDICAL,C,4000,13.49,0,0.05,Y,8
26,87300,MORTGAGE,0.0,VENTURE,C,6000,10.28,0,0.07,Y,4
31,50000,RENT,2.0,MEDICAL,C,18000,13.48,1,0.36,Y,9
24,53000,RENT,7.0,MEDICAL,C,12000,12.53,0,0.23,Y,4
28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,25000,15.95,0,0.18,N,10
30,31200,RENT,0.0,EDUCATION,C,3100,13.35,0,0.1,N,10
27,56253,RENT,11.0,VENTURE,B,10000,11.36,0,0.18,N,8
25,50500,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.85,0,0.2,N,2
25,58000,MORTGAGE,9.0,MEDICAL,B,10400,12.18,0,0.18,N,2
25,36000,RENT,2.0,MEDICAL,A,10000,7.49,0,0.28,N,4
35,38000,MORTGAGE,1.0,MEDICAL,B,2400,10.37,0,0.06,N,5
28,84996,RENT,12.0,HOMEIMPROVEMENT,C,20000,13.92,0,0.24,N,9
25,42000,RENT,1.0,VENTURE,A,8000,5.99,0,0.19,N,2
46,82359,MORTGAGE,6.0,PERSONAL,A,6600,7.66,0,0.08,N,13
33,24000,RENT,,MEDICAL,D,1000,14.91,1,0.04,Y,5
22,21600,OWN,3.0,VENTURE,A,8500,6.54,0,0.39,N,4
29,55000,MORTGAGE,11.0,PERSONAL,B,4000,10.99,0,0.07,N,8
32,45000,RENT,9.0,MEDICAL,A,12000,7.88,0,0.27,N,6
22,34800,RENT,7.0,PERSONAL,G,9600,19.16,1,0.28,Y,2
31,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11000,10.0,0,0.08,N,8
29,50000,MORTGAGE,0.0,PERSONAL,B,3575,11.49,0,0.07,N,7
25,21000,RENT,2.0,EDUCATION,E,4500,16.45,1,0.21,Y,4
31,68004,MORTGAGE,15.0,MEDICAL,B,6000,10.95,0,0.09,N,9
30,43200,MORTGAGE,14.0,PERSONAL,B,5000,11.36,0,0.12,N,9
26,59020,MORTGAGE,10.0,PERSONAL,B,7000,10.0,0,0.12,N,2
29,62000,MORTGAGE,10.0,EDUCATION,A,3600,7.14,0,0.06,N,9
27,95500,RENT,1.0,EDUCATION,B,12000,11.11,0,0.13,N,6
23,60000,OWN,1.0,VENTURE,B,2000,11.12,0,0.03,N,4
23,95000,RENT,2.0,EDUCATION,B,20000,10.99,0,0.21,N,2
23,75000,RENT,7.0,EDUCATION,A,5000,7.49,0,0.07,N,3
31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,0,0.07,N,6
26,48000,RENT,0.0,MEDICAL,C,12000,11.66,0,0.25,N,3
30,56952,RENT,3.0,MEDICAL,B,25000,11.36,1,0.44,N,9
25,85000,RENT,9.0,EDUCATION,A,5750,7.29,0,0.07,N,4
23,32000,RENT,0.0,HOMEIMPROVEMENT,C,7000,14.26,1,0.22,N,4
31,10000,RENT,2.0,EDUCATION,A,3250,7.88,1,0.33,N,10
25,54000,RENT,1.0,PERSONAL,A,3600,,1,0.07,N,3
26,116004,RENT,6.0,VENTURE,B,18000,11.83,0,0.16,N,4
36,76000,RENT,2.0,DEBTCONSOLIDATION,E,4000,17.39,1,0.05,N,13
25,48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,3
24,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,,0,0.15,N,3
23,27996,RENT,3.0,VENTURE,C,5500,12.53,0,0.2,N,2
30,42000,RENT,4.0,VENTURE,A,10000,,0,0.24,N,9
21,62000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.1,N,4
33,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,13.57,0,0.04,Y,9
25,126000,MORTGAGE,9.0,VENTURE,B,10200,,0,0.08,N,4
35,80308,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.15,N,10
27,45000,RENT,1.0,EDUCATION,B,6000,10.65,0,0.13,N,8
24,98000,OWN,8.0,VENTURE,A,12000,7.49,0,0.12,N,2
24,67000,OWN,2.0,MEDICAL,B,16000,12.69,0,0.24,N,4
25,57840,RENT,5.0,MEDICAL,B,13600,9.99,0,0.24,N,2
24,80000,OWN,0.0,EDUCATION,A,16000,6.17,0,0.2,N,4
28,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10500,,0,0.14,N,9
31,92000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3500,5.79,0,0.04,N,6
22,37000,RENT,2.0,EDUCATION,A,10000,8.59,0,0.27,N,2
22,90000,MORTGAGE,3.0,EDUCATION,C,25000,12.73,0,0.28,N,4
36,46000,MORTGAGE,6.0,PERSONAL,C,5350,15.27,1,0.12,N,12
25,69996,MORTGAGE,3.0,PERSONAL,B,25000,10.62,0,0.36,N,3
29,56000,RENT,7.0,DEBTCONSOLIDATION,B,3500,10.37,0,0.06,N,7
21,36000,RENT,0.0,EDUCATION,B,1500,10.37,0,0.04,N,4
23,72000,RENT,8.0,MEDICAL,B,3000,11.99,0,0.04,N,2
38,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,17
24,73399,RENT,0.0,VENTURE,D,27000,,1,0.37,N,3
25,59623,MORTGAGE,9.0,MEDICAL,B,3400,,1,0.05,N,2
28,87504,MORTGAGE,2.0,PERSONAL,D,12000,15.21,0,0.14,Y,10
28,78500,RENT,2.0,HOMEIMPROVEMENT,C,5000,14.27,0,0.06,Y,6
25,27600,RENT,,VENTURE,B,3500,10.99,0,0.13,N,4
22,55500,RENT,6.0,MEDICAL,B,3000,10.59,0,0.05,N,3
25,88668,MORTGAGE,2.0,MEDICAL,A,3000,6.62,0,0.03,N,2
22,56400,MORTGAGE,6.0,PERSONAL,E,25000,16.4,1,0.44,N,3
45,32000,RENT,0.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.25,N,12
22,45000,RENT,1.0,PERSONAL,C,2800,13.49,0,0.06,Y,2
23,39996,RENT,2.0,EDUCATION,B,18000,9.25,1,0.45,N,4
30,49000,OWN,7.0,PERSONAL,B,8500,12.18,0,0.17,N,8
23,92000,MORTGAGE,7.0,EDUCATION,C,7000,13.47,0,0.08,Y,4
26,78000,RENT,6.0,DEBTCONSOLIDATION,C,18000,13.49,0,0.23,N,4
22,94500,RENT,2.0,PERSONAL,B,20000,,0,0.21,N,2
26,30000,RENT,4.0,MEDICAL,C,5000,,0,0.17,Y,4
32,74280,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6400,,0,0.09,N,10
25,120000,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.08,N,4
25,210000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,9.91,0,0.04,N,4
29,57600,RENT,1.0,MEDICAL,B,6000,9.91,0,0.1,N,10
22,26880,RENT,2.0,DEBTCONSOLIDATION,B,1600,11.12,0,0.06,N,2
25,80000,RENT,0.0,HOMEIMPROVEMENT,B,11200,,0,0.14,N,3
23,45600,MORTGAGE,7.0,VENTURE,C,10000,16.11,0,0.22,Y,4
22,24960,RENT,0.0,VENTURE,A,2500,7.51,0,0.1,N,2
27,63360,RENT,1.0,EDUCATION,B,6500,9.99,0,0.1,N,8
25,168000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,35000,10.65,0,0.21,N,4
32,114000,RENT,17.0,MEDICAL,B,6000,10.37,0,0.05,N,9
22,31500,RENT,5.0,EDUCATION,B,13200,11.71,1,0.42,N,4
22,65000,MORTGAGE,4.0,EDUCATION,C,10000,13.35,0,0.15,N,4
30,50000,RENT,0.0,DEBTCONSOLIDATION,C,7000,14.65,0,0.14,N,9
34,46000,RENT,1.0,PERSONAL,B,5850,11.12,0,0.13,N,8
29,120000,OWN,5.0,MEDICAL,B,8000,11.11,0,0.07,N,10
26,50000,RENT,10.0,VENTURE,A,1300,6.99,0,0.03,N,3
22,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,21000,8.88,0,0.3,N,3
26,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,17000,9.91,0,0.26,N,2
23,138000,RENT,1.0,DEBTCONSOLIDATION,D,5000,14.91,1,0.04,N,4
23,60000,MORTGAGE,0.0,EDUCATION,B,10000,11.26,0,0.17,N,3
21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,2
27,19200,RENT,2.0,PERSONAL,B,5000,12.53,1,0.26,N,7
22,43000,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2
29,21996,RENT,6.0,DEBTCONSOLIDATION,D,8500,14.11,1,0.39,Y,7
27,33600,RENT,,MEDICAL,D,3000,16.89,1,0.09,N,8
23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2
31,43200,RENT,,MEDICAL,B,1000,10.74,0,0.02,N,9
24,100000,MORTGAGE,0.0,MEDICAL,C,10000,12.87,0,0.1,Y,4
32,24000,RENT,2.0,MEDICAL,B,2500,10.37,0,0.1,N,5
22,35004,OWN,3.0,VENTURE,A,3000,7.9,0,0.09,N,4
22,19680,RENT,2.0,EDUCATION,D,7750,14.83,1,0.39,Y,3
33,75000,MORTGAGE,6.0,VENTURE,A,6000,7.51,0,0.08,N,5
29,200000,MORTGAGE,9.0,MEDICAL,B,6000,,0,0.03,N,8
34,70000,MORTGAGE,16.0,PERSONAL,A,4000,7.74,0,0.06,N,5
25,60000,RENT,3.0,MEDICAL,C,3000,13.47,1,0.05,Y,3
23,113000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.11,N,4
22,75000,RENT,0.0,PERSONAL,A,8000,5.99,0,0.11,N,2
31,47000,MORTGAGE,6.0,MEDICAL,C,20000,13.49,0,0.43,N,5
24,55000,OWN,3.0,MEDICAL,B,16000,,0,0.29,N,3
25,80500,RENT,3.0,PERSONAL,E,16000,16.45,0,0.2,Y,4
23,57000,MORTGAGE,1.0,MEDICAL,C,4200,12.68,0,0.07,Y,4
26,83000,MORTGAGE,2.0,MEDICAL,B,25000,10.99,0,0.3,N,3
31,46000,RENT,6.0,MEDICAL,D,9600,14.46,1,0.21,Y,5
23,27600,MORTGAGE,,EDUCATION,A,9800,7.29,0,0.36,N,4
33,59000,RENT,17.0,MEDICAL,B,9600,9.91,0,0.16,N,8
25,43738,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,N,3
27,87988,MORTGAGE,5.0,DEBTCONSOLIDATION,C,20000,12.84,0,0.23,Y,10
22,37200,RENT,2.0,EDUCATION,A,10000,6.92,0,0.27,N,3
30,29004,RENT,13.0,MEDICAL,E,2400,17.93,1,0.08,Y,7
30,44500,RENT,2.0,MEDICAL,E,13000,16.32,1,0.29,N,6
26,130000,RENT,2.0,PERSONAL,A,17950,,0,0.14,N,2
28,90000,MORTGAGE,5.0,VENTURE,D,13600,16.32,0,0.15,Y,7
24,79200,MORTGAGE,8.0,VENTURE,C,6500,11.78,1,0.08,Y,3
26,52704,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.95,1,0.06,N,4
22,36000,RENT,1.0,VENTURE,A,6000,7.51,0,0.17,N,4
26,40000,RENT,4.0,EDUCATION,B,6000,,0,0.15,N,2
24,125000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000,10.0,0,0.2,N,2
21,26400,RENT,3.0,MEDICAL,A,10000,,1,0.38,N,2
25,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,2
38,12000,OWN,,EDUCATION,A,4800,7.29,1,0.4,N,12
28,50000,MORTGAGE,,EDUCATION,A,15000,6.99,0,0.3,N,10
22,57000,MORTGAGE,5.0,PERSONAL,B,7500,10.25,0,0.13,N,2
28,80000,OWN,12.0,EDUCATION,A,8400,7.9,0,0.1,N,5
29,100000,MORTGAGE,0.0,EDUCATION,C,12025,13.49,0,0.12,N,9
23,36000,RENT,1.0,EDUCATION,A,7000,7.9,0,0.19,N,4
23,20000,RENT,0.0,EDUCATION,C,4100,13.49,0,0.2,N,4
33,25000,RENT,,DEBTCONSOLIDATION,C,8500,13.43,1,0.34,N,6
32,40000,RENT,0.0,MEDICAL,B,6000,12.69,0,0.15,N,8
38,60000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,7.66,0,0.2,N,15
27,66300,MORTGAGE,0.0,MEDICAL,E,20000,17.56,1,0.26,N,8
30,35000,MORTGAGE,14.0,MEDICAL,A,2000,5.42,0,0.06,N,9
27,48000,MORTGAGE,1.0,PERSONAL,C,6000,13.49,0,0.13,N,7
46,44782,MORTGAGE,14.0,PERSONAL,D,6000,13.67,0,0.13,Y,12
23,30000,MORTGAGE,8.0,VENTURE,A,4375,6.62,0,0.15,N,2
31,32496,MORTGAGE,2.0,PERSONAL,B,1800,9.63,0,0.06,N,10
29,120000,MORTGAGE,1.0,VENTURE,B,23000,11.49,0,0.19,N,5
25,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.99,1,0.21,N,2
33,51996,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.19,N,6
33,36000,MORTGAGE,10.0,PERSONAL,A,5000,8.49,0,0.14,N,8
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2
29,67171,RENT,13.0,MEDICAL,A,1600,8.9,0,0.02,N,7
29,21000,RENT,2.0,EDUCATION,B,8000,11.71,1,0.38,N,7
22,36000,MORTGAGE,6.0,PERSONAL,A,18500,7.9,0,0.51,N,4
31,85000,RENT,5.0,PERSONAL,C,12000,15.27,0,0.14,N,8
35,40934,RENT,5.0,EDUCATION,B,20500,12.53,1,0.5,N,6
35,20000,RENT,1.0,EDUCATION,B,5500,12.69,0,0.28,N,7
29,72000,OWN,1.0,EDUCATION,C,10000,,0,0.14,N,6
27,50000,RENT,0.0,PERSONAL,A,18000,8.49,1,0.36,N,9
26,80000,RENT,6.0,EDUCATION,B,14000,,0,0.17,N,2
37,45000,RENT,1.0,PERSONAL,B,9000,11.71,1,0.2,N,12
24,70000,RENT,4.0,EDUCATION,C,14400,12.68,0,0.21,Y,4
24,105000,MORTGAGE,2.0,MEDICAL,B,9850,9.63,0,0.09,N,2
24,113000,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.11,N,2
21,40000,RENT,3.0,EDUCATION,D,7000,14.46,0,0.17,N,3
24,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.14,1,0.17,N,4
27,47000,RENT,0.0,DEBTCONSOLIDATION,E,24000,17.14,1,0.51,N,5
28,24000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.87,1,0.42,N,8
27,39000,RENT,0.0,MEDICAL,D,11000,16.07,1,0.28,Y,9
29,138000,MORTGAGE,2.0,PERSONAL,E,24000,16.35,1,0.17,N,6
22,45000,RENT,2.0,EDUCATION,A,10000,7.51,0,0.22,N,3
23,44400,MORTGAGE,3.0,EDUCATION,A,6500,7.51,0,0.15,N,4
24,38000,OWN,2.0,HOMEIMPROVEMENT,C,5000,12.53,0,0.13,N,3
25,83500,RENT,9.0,HOMEIMPROVEMENT,C,3500,,0,0.04,N,2
29,34000,RENT,4.0,MEDICAL,B,5500,,0,0.16,N,5
27,77065,MORTGAGE,11.0,PERSONAL,A,23700,6.17,0,0.31,N,10
28,55704,MORTGAGE,12.0,EDUCATION,A,8400,7.51,0,0.15,N,6
33,36500,MORTGAGE,4.0,PERSONAL,A,8500,,0,0.23,N,8
28,54000,RENT,2.0,MEDICAL,D,12000,15.31,1,0.22,N,7
25,138000,RENT,1.0,EDUCATION,C,4500,13.43,0,0.03,N,3
33,58344,RENT,5.0,VENTURE,D,11975,16.29,0,0.21,Y,9
28,36928,OWN,2.0,MEDICAL,D,7800,15.58,0,0.21,Y,9
25,48000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,1000,13.49,0,0.02,Y,3
31,120000,MORTGAGE,6.0,MEDICAL,A,28000,8.9,0,0.23,N,9
21,60000,MORTGAGE,5.0,EDUCATION,A,6000,6.91,0,0.1,N,2
23,30000,MORTGAGE,6.0,PERSONAL,C,2400,,0,0.08,N,4
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4
26,31200,RENT,0.0,MEDICAL,B,2900,9.91,0,0.09,N,2
21,74000,MORTGAGE,5.0,VENTURE,B,25000,12.69,0,0.34,N,3
22,35000,RENT,1.0,EDUCATION,C,5700,12.99,0,0.16,N,3
30,53000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12500,6.03,0,0.24,N,7
23,79000,RENT,4.0,MEDICAL,B,5600,11.12,0,0.07,N,4
26,32000,RENT,6.0,MEDICAL,A,12000,8.94,1,0.38,N,3
22,68000,MORTGAGE,6.0,MEDICAL,A,3500,6.39,0,0.05,N,4
22,50000,RENT,1.0,MEDICAL,B,16800,12.53,1,0.34,N,3
33,59450,MORTGAGE,1.0,EDUCATION,B,3000,10.38,0,0.05,N,6
22,91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N,2
28,93600,RENT,1.0,HOMEIMPROVEMENT,B,5600,11.99,0,0.06,N,10
25,68000,RENT,4.0,PERSONAL,B,11200,11.99,0,0.16,N,2
23,47000,MORTGAGE,7.0,EDUCATION,C,13850,12.68,0,0.29,Y,2
28,75000,RENT,4.0,DEBTCONSOLIDATION,B,8400,11.14,1,0.11,N,5
26,250000,MORTGAGE,10.0,EDUCATION,A,15000,7.49,0,0.06,N,2
23,33000,RENT,0.0,EDUCATION,A,6500,7.51,0,0.2,N,2
26,51996,RENT,1.0,PERSONAL,C,10000,13.23,0,0.19,Y,4
29,64000,RENT,3.0,EDUCATION,C,15000,15.27,1,0.23,N,6
24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,6.03,0,0.15,N,2
21,33800,RENT,5.0,MEDICAL,B,15000,11.71,1,0.44,N,2
28,50000,MORTGAGE,8.0,EDUCATION,A,7000,8.59,0,0.14,N,9
23,60000,MORTGAGE,0.0,PERSONAL,B,10000,11.26,0,0.17,N,3
31,65000,MORTGAGE,11.0,PERSONAL,B,5000,,0,0.08,N,5
28,55000,MORTGAGE,7.0,PERSONAL,A,8000,,0,0.15,N,9
27,69830,OWN,3.0,EDUCATION,E,15000,16.45,0,0.21,Y,5
24,97000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,12000,10.28,0,0.12,N,2
22,65000,RENT,7.0,EDUCATION,D,7000,15.99,0,0.11,N,3
24,28800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6075,8.49,0,0.21,N,2
22,12996,OWN,1.0,EDUCATION,B,4750,,1,0.37,N,3
22,75000,RENT,0.0,VENTURE,A,10000,6.54,0,0.13,N,4
33,80000,MORTGAGE,4.0,MEDICAL,B,12000,11.14,0,0.15,N,6
22,40000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0,0.13,N,2
23,120000,MORTGAGE,7.0,EDUCATION,C,8000,13.61,0,0.07,Y,2
27,49600,RENT,2.0,EDUCATION,D,8400,,1,0.17,N,5
46,45000,MORTGAGE,7.0,MEDICAL,A,12250,6.54,0,0.27,N,16
27,55000,RENT,1.0,EDUCATION,A,17000,7.88,1,0.31,N,5
22,42500,MORTGAGE,6.0,MEDICAL,E,7000,15.57,1,0.16,Y,4
22,30000,RENT,3.0,PERSONAL,B,4000,11.49,0,0.13,N,3
34,38769,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,6
44,63000,RENT,4.0,MEDICAL,A,5500,7.51,0,0.09,N,13
23,64800,MORTGAGE,7.0,DEBTCONSOLIDATION,C,2400,13.23,0,0.04,N,2
30,148000,RENT,2.0,EDUCATION,E,22200,19.42,1,0.15,N,8
25,37200,RENT,2.0,HOMEIMPROVEMENT,D,2800,16.29,1,0.08,N,3
23,45000,RENT,7.0,VENTURE,D,4000,16.32,0,0.09,Y,2
30,43200,MORTGAGE,5.0,HOMEIMPROVEMENT,C,4200,13.49,0,0.1,Y,7
25,66125,MORTGAGE,2.0,EDUCATION,C,4000,12.53,0,0.06,Y,4
25,50000,RENT,0.0,EDUCATION,B,11000,12.53,0,0.22,N,2
32,22800,RENT,1.0,VENTURE,D,7125,15.28,1,0.31,N,5
25,51000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7600,12.23,0,0.15,N,3
26,60000,MORTGAGE,10.0,PERSONAL,A,1200,7.4,0,0.02,N,4
45,48000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.86,0,0.21,N,16
29,35000,RENT,1.0,MEDICAL,A,4000,5.99,0,0.11,N,6
24,65000,RENT,2.0,HOMEIMPROVEMENT,B,11400,11.89,0,0.18,N,3
24,68000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3600,7.74,0,0.05,N,4
31,75000,RENT,2.0,VENTURE,A,6000,7.68,0,0.08,N,10
22,40000,OWN,0.0,EDUCATION,B,6000,11.48,0,0.15,N,4
29,100000,RENT,4.0,VENTURE,A,10000,9.63,0,0.1,N,9
24,37000,MORTGAGE,8.0,MEDICAL,B,10000,10.99,0,0.27,N,3
39,85000,RENT,3.0,PERSONAL,A,10000,9.32,0,0.12,N,16
32,40000,RENT,2.0,EDUCATION,A,7500,8.0,0,0.19,N,6
22,24996,RENT,4.0,PERSONAL,B,12000,9.63,1,0.48,N,3
